title,year
NATIONAL HOUSING RESOURCE CENTER,2023
NATIONAL HOUSING LAW PROJECT (organization),2023
NATIONAL HOUSING ACT,2023
NATIONAL HOSPICE AND PALLIATIVE CARE ORGANIZATION,2023
NATIONAL HOSPICE AND PALLIATIVE CARE MONTH,2023
NATIONAL HONOR OUR LGBT ELDERS DAY,2023
NATIONAL HOMELESS CHILDREN AND YOUTH AWARENESS MONTH,2023
NATIONAL HOLIDAYS see Special Days and Holidays,2023
NATIONAL HOCKEY LEAGUE,2023
NATIONAL HISTORIC PRESERVATION ACT,2023
NATIONAL HISPANIC-SERVING INSTITUTIONS WEEK,2023
NATIONAL HIRE A VETERAN DAY,2023
NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,2023
NATIONAL HIGH SCHOOL SENIORS VOTER REGISTRATION DAY,2023
NATIONAL HEALTHCARE CORP.,2023
NATIONAL HEAD START ASSOCIATION,2023
NATIONAL HAZING AWARENESS WEEK,2023
NATIONAL GUN VIOLENCE AWARENESS MONTH,2023
NATIONAL GUN VIOLENCE AWARENESS DAY,2023
NATIONAL GUARD AND RESERVISTS DEBT RELIEF EXTENSION ACT,2023
NATIONAL GUARD,2023
NATIONAL GROCERS ASSOCIATION,2023
NATIONAL GIS DAY,2023
NATIONAL GIRLS & WOMEN IN SPORTS DAY,2023
NATIONAL GEOSPATIAL-INTELLIGENCE AGENCY,2023
NATIONAL GARIFUNA IMMIGRANT HERITAGE MONTH,2023
NATIONAL FREEDOM DAY,2023
NATIONAL FRATERNAL ORDER OF POLICE,2023
NATIONAL FOSTER CARE MONTH,2023
NATIONAL FORUM TO ACCELERATE MIDDLE-GRADES REFORM,2023
NATIONAL FORESTS,2023
NATIONAL FOREST MANAGEMENT ACT,2023
NATIONAL FOREST FOUNDATION,2023
NATIONAL FORENSIC SCIENCE WEEK,2023
NATIONAL FOOTBALL LEAGUE,2023
NATIONAL FLOOD INSURANCE ACT,2023
NATIONAL FISH AND WILDLIFE FOUNDATION,2023
NATIONAL FIRST ROBOTICS DAY,2023
NATIONAL FIRST-GENERATION COLLEGE CELEBRATION DAY,2023
NATIONAL FIREFIGHTER SAFETY WEEK,2023
NATIONAL FIREARMS ACT,2023
NATIONAL FFA WEEK,2023
NATIONAL FFA ORGANIZATION,2023
NATIONAL FENTANYL AWARENESS WEEK,2023
NATIONAL FENTANYL AWARENESS DAY,2023
NATIONAL FEDERATION OF THE BLIND,2023
NATIONAL FARMWORKER AWARENESS WEEK,2023
NATIONAL FARMERS MARKET WEEK,2023
NATIONAL FARM WORKERS ASSOCIATION,2023
NATIONAL FARM TO SCHOOL MONTH,2023
NATIONAL FAMILY PARTNERSHIP,2023
NATIONAL FAMILY CAREGIVERS MONTH,2023
NATIONAL FALL PREVENTION AWARENESS WEEK,2023
NATIONAL FAIR HOUSING ALLIANCE,2023
NATIONAL EYE INSTITUTE,2023
NATIONAL EXCHANGE CLUB,2023
NATIONAL ETHNIC COALITION OF ORGANIZATIONS,2023
NATIONAL ESTUARIES WEEK,2023
NATIONAL ENVIRONMENTAL POLICY ACT,2023
NATIONAL ENTREPRENEURSHIP WEEK,2023
NATIONAL ENGINEERS WEEK,2023
NATIONAL ENERGY CONSERVATION POLICY ACT,2023
NATIONAL ENERGY APPRECIATION DAY,2023
NATIONAL ENDOWMENT FOR THE HUMANITIES,2023
NATIONAL ENDOWMENT FOR THE ARTS,2023
NATIONAL ENDOWMENT FOR DEMOCRACY,2023
NATIONAL EMILY WARNER & WOMEN AIRLINE PILOTS DAY,2023
NATIONAL EMERGENCY MEDICAL SERVICES WEEK,2023
NATIONAL EMERGENCIES ACT,2023
NATIONAL EMBLEMS,2023
NATIONAL ELIZABETH PERATROVICH DAY,2023
NATIONAL EDUCATIONAL TELECOMMUNICATIONS ASSOCIATION,2023
NATIONAL EDUCATION ASSOCIATION,2023
NATIONAL EATING DISORDERS AWARENESS WEEK,2023
NATIONAL EATING DISORDERS ASSOCIATION,2023
NATIONAL EARLY CHILDHOOD LITERACY AWARENESS DAY,2023
NATIONAL DYSLEXIA AWARENESS MONTH,2023
NATIONAL DOWN SYNDROME CONGRESS (organization),2023
NATIONAL DOWN SYNDROME AWARENESS MONTH,2023
NATIONAL DONATE LIFE MONTH,2023
NATIONAL DOMESTIC VIOLENCE AWARENESS MONTH,2023
NATIONAL DISASTER SAFETY BOARD,2023
NATIONAL DIRECT SUPPORT PROFESSIONALS RECOGNITION WEEK,2023
NATIONAL DIAPER NEED AWARENESS WEEK,2023
NATIONAL DIABETES MONTH,2023
NATIONAL DEVELOPMENTAL DISABILITIES AWARENESS MONTH,2023
NATIONAL DEVELOPMENT STRATEGY AND COORDINATION ACT,2023
NATIONAL DEBT see Public Debt,2023
NATIONAL DEBT IS NATIONAL SECURITY ACT,2023
NATIONAL DEAF HISTORY MONTH,2023
NATIONAL DAY OF THE AMERICAN COWBOY,2023
NATIONAL DAY OF SILENCE,2023
NATIONAL DAY OF SERVICE AND REMEMBRANCE,2023
NATIONAL DAY OF REMEMBRANCE FOR THE VICTIMS OF THE SREBRENICA GENOCIDE,2023
NATIONAL DAY OF REASON,2023
NATIONAL DAY OF LIGHT,2023
NATIONAL DAY OF AWARENESS FOR MISSING AND MURDERED NATIVE WOMEN AND GIRLS,2023
NATIONAL DAY OF 3D PRINTING,2023
NATIONAL DANCE DAY,2023
NATIONAL DAM SAFETY PROGRAM ACT,2023
NATIONAL DAIRY MONTH,2023
NATIONAL CYBERSECURITY EDUCATION MONTH,2023
NATIONAL CYBERSECURITY AWARENESS MONTH,2023
NATIONAL CRNA WEEK,2023
NATIONAL CRITICAL CAPABILITIES DEFENSE ACT,2023
NATIONAL CRIME VICTIMS’ RIGHTS WEEK,2023
NATIONAL CREDIT UNION ADMINISTRATION,2023
NATIONAL COUNTRY MUSIC MONTH,2023
NATIONAL COUNCIL ON THE HUMANITIES,2023
NATIONAL COUNCIL ON THE ARTS,2023
NATIONAL COUNCIL ON DISABILITY,2023
NATIONAL COUNCIL ON ALCOHOLISM AND DRUG DEPENDENCE,2023
NATIONAL COUNCIL ON AFRICAN AMERICAN HISTORY AND CULTURE ACT,2023
NATIONAL COUNCIL OF NONPROFITS,2023
NATIONAL COUNCIL FOR MENTAL WELLBEING,2023
NATIONAL CORRECTIONAL OFFICERS WEEK,2023
NATIONAL COORDINATION ON ADAPTATION AND RESILIENCE FOR SECURITY ACT,2023
NATIONAL CONSTRUCTION SAFETY TEAM ACT,2023
NATIONAL CONSTRUCTION SAFETY TEAM ENHANCEMENT ACT,2023
NATIONAL CONSTABLES AND MARSHALS ASSOCIATION,2023
NATIONAL CONCUSSION AWARENESS DAY,2023
NATIONAL COMMUNITY POLICING WEEK,2023
NATIONAL COMMUNITY HEALTH WORKER AWARENESS WEEK,2023
NATIONAL COMMUNITY COLLEGE MONTH,2023
NATIONAL COMMISSION ON THE COVID-19 PANDEMIC,2023
NATIONAL COMMISSION ON RENAMING THE J. EDGAR HOOVER FBI HEADQUARTERS BUILDING ACT,2023
NATIONAL COMMISSION ON RENAMING THE J. EDGAR HOOVER FBI HEADQUARTERS BUILDING,2023
NATIONAL COMMISSION ON ONLINE CHILD SEXUAL EXPLOITATION PREVENTION,2023
NATIONAL COMMISSION ON FISCAL RESPONSIBILITY AND REFORM,2023
"NATIONAL COMMISSION ON FISCAL RESPONSIBILITY AND REFORM (Joint, Select)",2023
NATIONAL COMMISSION ON DOMESTIC TERRORIST ATTACKS ON THE U.S. BY ANTIFA,2023
NATIONAL COMMISSION ON CRITICAL SUPPLY CHAINS,2023
NATIONAL COLORECTAL CANCER AWARENESS MONTH,2023
NATIONAL COLLEGIATE ATHLETIC ASSOCIATION,2023
NATIONAL COLLEGE APPLICATION MONTH,2023
NATIONAL COAL COUNCIL,2023
NATIONAL CO-OP MONTH,2023
NATIONAL CLEANING WEEK,2023
NATIONAL CLEAN ENERGY WEEK,2023
NATIONAL CHOLESTEROL EDUCATION MONTH,2023
NATIONAL CHILDREN’S DENTAL HEALTH MONTH,2023
"NATIONAL CHILDREN’S ADVOCACY CENTER, INC.",2023
NATIONAL CHILDHOOD CANCER AWARENESS MONTH,2023
NATIONAL CHILD AWARENESS MONTH,2023
NATIONAL CHILD ABUSE PREVENTION MONTH,2023
NATIONAL CHEMISTRY WEEK,2023
NATIONAL CHARTER SCHOOLS WEEK,2023
NATIONAL CHARACTER COUNTS WEEK,2023
NATIONAL CENTER FOR THE ADVANCEMENT OF AVIATION ACT,2023
NATIONAL CENTER FOR THE ADVANCEMENT OF AVIATION,2023
NATIONAL CENTER FOR MISSING & EXPLOITED CHILDREN,2023
NATIONAL CEMETERY ADMINISTRATION,2023
NATIONAL CEMETERIES  related term(s)  Cemeteries and Funerals,2023
NATIONAL CATHOLIC EDUCATIONAL ASSOCIATION,2023
NATIONAL CATFISH MONTH,2023
NATIONAL CAREGIVING YOUTH WEEK,2023
NATIONAL CAREER DEVELOPMENT MONTH,2023
NATIONAL CAREER DEVELOPMENT ASSOCIATION,2023
NATIONAL CAPITAL PLANNING COMMISSION,2023
NATIONAL CANCER SURVIVOR BEAUTY AND SUPPORT DAY,2023
NATIONAL CANCER PREVENTION DAY,2023
NATIONAL CAMPUS SEXUAL ASSAULT AWARENESS MONTH,2023
NATIONAL CACFP WEEK,2023
NATIONAL BUILDING SAFETY MONTH,2023
NATIONAL BREAST CANCER AWARENESS MONTH,2023
NATIONAL BRAIN TUMOR AWARENESS MONTH,2023
NATIONAL BLUEBERRY MONTH,2023
NATIONAL BLADDER CANCER AWARENESS MONTH,2023
"NATIONAL BLACK NURSES ASSOCIATION, INC.",2023
NATIONAL BLACK MBA ASSOCIATION,2023
NATIONAL BLACK HIV/AIDS AWARENESS DAY,2023
NATIONAL BLACK BUSINESS MONTH,2023
NATIONAL BISON DAY,2023
NATIONAL BIBLE WEEK,2023
NATIONAL BEAUTY AND WELLNESS EDUCATION DAY,2023
NATIONAL BASKETBALL ASSOCIATION,2023
NATIONAL AUTISM AWARENESS DAY,2023
NATIONAL AUDUBON SOCIETY,2023
NATIONAL ATAXIA AWARENESS DAY,2023
NATIONAL ASTHMA AND ALLERGY AWARENESS MONTH,2023
NATIONAL ASSOCIATION OF WOMEN BUSINESS OWNERS,2023
NATIONAL ASSOCIATION OF THE DEAF,2023
NATIONAL ASSOCIATION OF SERVICE AND CONSERVATION CORPS,2023
NATIONAL ASSOCIATION OF SECONDARY SCHOOL PRINCIPALS,2023
NATIONAL ASSOCIATION OF SCHOOL PSYCHOLOGISTS,2023
"NATIONAL ASSOCIATION OF POLICE ORGANIZATIONS, INC.",2023
NATIONAL ASSOCIATION OF MUSIC MERCHANTS FOUNDATION,2023
NATIONAL ASSOCIATION OF MUSIC MANUFACTURERS FOUNDATION,2023
NATIONAL ASSOCIATION OF EMERGENCY MEDICAL TECHNICIANS,2023
NATIONAL ASSOCIATION OF ELEMENTARY SCHOOL PRINCIPALS,2023
NATIONAL ASSOCIATION OF COUNTY VETERANS SERVICE OFFICERS,2023
NATIONAL ASSOCIATION OF COUNTIES,2023
NATIONAL ASSOCIATION OF COMMUNITY HEALTH CENTERS,2023
NATIONAL ASSOCIATION OF CLEAN AIR AGENCIES,2023
NATIONAL ASSOCIATION OF BLACKS IN CRIMINAL JUSTICE,2023
NATIONAL ASSOCIATION OF AGRICULTURAL EDUCATORS,2023
NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,2023
"NATIONAL ASSOCIATION FOR STOCK CAR AUTO RACING, INC. (NASCAR)",2023
NATIONAL ASSOCIATION FOR BILINGUAL EDUCATION,2023
NATIONAL ASSISTIVE TECHNOLOGY AWARENESS DAY,2023
NATIONAL ASSISTANT PRINCIPALS WEEK,2023
NATIONAL ASK (ASKING SAVES KIDS) DAY,2023
"NATIONAL ASIAN AMERICAN, NATIVE HAWAIIAN, AND PACIFIC ISLANDER MENTAL HEALTH DAY",2023
NATIONAL ASBESTOS AWARENESS WEEK,2023
NATIONAL AREA HEALTH EDUCATION CENTER ORGANIZATION INC.,2023
NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,2023
NATIONAL ARBOR DAY,2023
NATIONAL ARAB AMERICAN HERITAGE MONTH,2023
NATIONAL APPRENTICESHIP WEEK,2023
NATIONAL APPRENTICESHIP ACT,2023
NATIONAL ANTI-COUNTERFEITING CONSUMER EDUCATION AND AWARENESS MONTH,2023
NATIONAL ANNUITY AWARENESS MONTH,2023
NATIONAL ANIMAL RESCUE DAY,2023
NATIONAL AND COMMUNITY SERVICE ACT,2023
NATIONAL AMT DAY,2023
"NATIONAL AMERICAN INDIAN VETERANS, INC.",2023
NATIONAL AMERICAN INDIAN VETERANS CHARTER ACT,2023
NATIONAL AMERICAN BIRDING WEEK,2023
NATIONAL AMBIENT AIR QUALITY STANDARDS IMPLEMENTATION ACT,2023
NATIONAL AMATEUR RADIO OPERATORS DAY,2023
NATIONAL ALZHEIMER’S PROJECT ACT,2023
NATIONAL ALLIANCE ON MENTAL ILLNESS SOUTHERN ARIZONA,2023
NATIONAL AIRBORNE DAY,2023
NATIONAL AI COMMISSION ACT,2023
NATIONAL AI COMMISSION,2023
NATIONAL AGRICULTURE WEEK,2023
NATIONAL AGRICULTURE DAY,2023
"NATIONAL AGRICULTURAL RESEARCH, EXTENSION, AND TEACHING POLICY ACT",2023
NATIONAL AGRICULTURAL CRISIS HOTLINE ACT,2023
NATIONAL AFRICAN IMMIGRANT AND REFUGEE HIV/AIDS AND HEPATITIS AWARENESS (NAIRHHA) DAY,2023
NATIONAL AEROSPACE WEEK,2023
NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,2023
NATIONAL ADVISORY COUNCIL ON INDIAN EDUCATION,2023
NATIONAL ADVISORY COUNCIL ON INDIAN EDUCATION (NACIE) IMPROVEMENT ACT,2023
NATIONAL ADULT HEPATITIS B VACCINATION AWARENESS DAY,2023
NATIONAL ADULT EDUCATION AND FAMILY LITERACY WEEK,2023
NATIONAL ADOPTION MONTH,2023
NATIONAL ADOPTION DAY,2023
NATIONAL ACTIVE AND RETIRED FEDERAL EMPLOYEES ASSOCIATION (NARFE),2023
"NATIONAL ACADEMY OF INVENTORS, INC.",2023
"NATIONAL ACADEMIES OF SCIENCES, ENGINEERING, AND MEDICINE",2023
NATIONAL 4-H WEEK,2023
NATIONAL 4-H COUNCIL,2023
"NATHANSON, MARTHA",2023
"NATHAN, SINDHU",2023
"NASSIF, ZINETTA M.",2023
"NASSAU COUNTY, NY",2023
"NASSAU COUNTY, FL",2023
"NASHVILLE, TN",2023
"NASH-KING, DEBBIE A.",2023
NASA TechRise Student Challenge,2023
NARCOTICS see Drugs,2023
"NARANJO, KIMBERLY A. CONRAD",2023
"NAPPANEE, IN",2023
"NAPOLITANO, GRACE F. (a Representative from California)",2023
"NAPLES, FL",2023
"NAPAVINE, WA",2023
NAPA VALLEY GRAPEGROWERS ASSOCIATION,2023
NAPA VALLEY EDUCATION FOUNDATION,2023
NAPA VALLEY ART ASSOCIATION,2023
NAPA SOLANO MEDICAL SOCIETY,2023
NAPA COUNTY HISTORICAL SOCIETY,2023
"NAPA COUNTY, CA, FARM BUREAU",2023
"NAPA COUNTY, CA",2023
"NAPA, CA",2023
"NANKIVEL, BOE",2023
"NAME, IMAGE, AND LIKENESS FOR INTERNATIONAL COLLEGIATE ATHLETES ACT",2023
NAME ACCURACY IN CREDIT REPORTING ACT,2023
"NALLY, DANA",2023
"NAKAMURA, KEN",2023
"NAIR, SIBU",2023
"NAHMIAS, GABRIELLA",2023
NAFTA see Treaties and Agreements,2023
"NADLER, JERROLD (a Representative from New York)",2023
"NADERI, FIROUZ M.",2023
"NADER, MICHELINE",2023
"NACOGDOCHES, TX",2023
"MYSTIC, CT",2023
"MYRTLE BEACH, SC",2023
"MYRE, TATE",2023
"MYERS, STANLEY L.",2023
"MYERS, SONDRA",2023
"MYERS, RONALD E.",2023
"MYERS, MATT",2023
"MYANMAR, UNION OF see Burma, Union of",2023
"MY CONSTITUENTS CANNOT AFFORD REBELLIOUS TANTRUMS, HANDLE YOUR SHUTDOWN (MCCARTHY SHUTDOWN) ACT",2023
"MY BODY, MY DATA ACT",2023
MUTUAL FUNDS see Securities,2023
"MUSTRE-DEL-RÍO, JOSÉ",2023
"MUSK, ELON",2023
MUSIC THEATRE INTERNATIONAL (organization),2023
MUSIC IN OUR SCHOOLS MONTH,2023
MUSIC AND DANCE  related term(s)  Arts and Humanities,2023
MUSEUMS,2023
MUSEUM AND LIBRARY SERVICES ACT,2023
"MUSE, PAT LAWSON",2023
"MUSCHINSKE, PETER K.",2023
"MUSCATINE, IA",2023
"MUSCAT, RAY",2023
"MURTHY, VIVEK H.",2023
"MURRAY, ROBERT A. (MUZ)",2023
"MURRAY, RENARDO",2023
"MURRAY, PATTY (a Senator from Washington)",2023
"MURRAY, MATTHEW D.",2023
"MURRAY, KENNETH",2023
"MURRAY, GRANT",2023
"MURRAY, CYNTHIA",2023
"MURPHY, WONDERLYN D.",2023
"MURPHY, REBECCA",2023
"MURPHY, PETER F.",2023
"MURPHY, PATRICK",2023
"MURPHY, MARY JANE",2023
"MURPHY, MADISON",2023
"MURPHY, KEVIN",2023
"MURPHY, KENNETH E.",2023
"MURPHY, HAROLD L.",2023
"MURPHY, GREGORY F. (a Representative from North Carolina)",2023
"MURPHY, EMILY",2023
"MURPHY, CHRISTOPHER (a Senator from Connecticut)",2023
"MURPHY, BRIAN",2023
"MURPHY, ARTHUR A.",2023
"MURKOWSKI, LISA (a Senator from Alaska)",2023
"MURFREESBORO, NC",2023
"MUREZ, CARA",2023
"MURE, LISA",2023
"MURDOCH, RUPERT",2023
"MUNSTER, VINCENT",2023
"MUNN, RICO",2023
"MUNLEY, RYAN",2023
"MUNLEY, JULIA K.",2023
"MUNJULURI, SREEPADAARCHANA",2023
MUNICIPALITIES see Urban Areas,2023
"MUNI, LOKESH",2023
"MUNFORD, HARVEY J.",2023
"MUND, ANGELA",2023
"MULLINS, MIKE",2023
"MULLINS, JOHN",2023
"MULLINIX, JESSICA MILLER",2023
"MULLIN, MARKWAYNE (a Senator from Oklahoma)",2023
"MULLIN, KEVIN (a Representative from California)",2023
"MULLIN, AMELIA",2023
"MULLET, EMMA",2023
"MULLER, PETER",2023
"MULLEN, MIKE",2023
"MULLEN, ANTONIO",2023
"MULLANY, KATE",2023
MUJERES LATINAS EN ACCIÓN (organization),2023
"MUHAMMAD, MALIK",2023
"MUHAMMAD, JAMEEL",2023
"MUENSTER, TX",2023
"MUELLER, JULIA",2023
MUDSLIDE RECOVERY ACT,2023
"MUCHMORE, DENNIS",2023
MSNBC.COM (Internet site),2023
"MRVAN, FRANK J. (a Representative from Indiana)",2023
"MOZAFFARIAN, DARIUSH",2023
"MOYNIHAN, LIZ",2023
"MOYLAN, TROY",2023
"MOYLAN, JESRAE",2023
"MOYLAN, JAMES (a Delegate from Guam)",2023
"MOYE, LEW",2023
"MOY, CATHERINE",2023
MOVING AMERICANS PRIVACY PROTECTION ACT,2023
MOVIES see Motion Pictures,2023
MOUNTAINS,2023
"MOUNTAIN VIEW, WY",2023
"MOUNTAIN VALLEY PIPELINE, LLC",2023
"MOUNTAIN CITY, TN",2023
"MOUNT VERNON, GA",2023
"MOUNT ULLA, NC",2023
"MOUNT PLEASANT, PA",2023
"MOUNT JEWETT, PA",2023
"MOUNT ARLINGTON, NJ",2023
"MOUNDRIDGE, KS",2023
"MOULTON, SETH (a Representative from Massachusetts)",2023
"MOULTON, EDWARD C., JR.",2023
"MOUET, GERARDO",2023
MOTT COMMUNITY COLLEGE,2023
MOTORSPORTS FAIRNESS AND PERMANENCY ACT,2023
MOTORCYCLE SAFETY FOUNDATION INC.,2023
MOTORCYCLE SAFETY AWARENESS MONTH,2023
MOTOR VEHICLES  related term(s)  Recreational Vehicles,2023
"MOTON, CASEY J.",2023
"MOTLOWITZ, NICHOLAS",2023
"MOTLEY, CONSTANCE BAKER",2023
MOTION PICTURES,2023
MOTHERS AND NEWBORNS SUCCESS ACT,2023
MOTHER’S DAY,2023
"MOTE, CHRISTOPHER",2023
"MOSTEIT, MICHAEL N.",2023
"MOST, TRU",2023
"MOSS, PHELTON",2023
MOSQUITO ABATEMENT SAFETY AND HEALTH ACT,2023
"MOSQUES see Churches, Synagogues, and Mosques",2023
"MOSKOWITZ, JARED (a Representative from Florida)",2023
"MOSKOWITZ, EVA",2023
"MOSKIN, ALAN",2023
"MOSES, ROBERT P.",2023
"MOSES, JIMMY",2023
"MOSCOW, ID",2023
"MOSCOW, AR",2023
"MOSCONI, JAMES J., JR.",2023
"MORTON, ROBERT",2023
"MORTON, OLIVER H.P. (a former Senator from Indiana)",2023
MORTGAGE INSURANCE TAX DEDUCTION ACT,2023
MORTGAGE DEBT TAX FORGIVENESS ACT,2023
"MORTENSEN, KEITH",2023
"MORSE MANUFACTURING COMPANY, INC.",2023
"MORSE, KEVIN",2023
"MORSE, CLAUDE",2023
"MORROW, COLIN J.",2023
"MORROW, CHARLES",2023
"MORRISVILLE, PA",2023
"MORRISTOWN, NJ",2023
"MORRISON, DONALD (PETE) AND HENRIETTA (BOOTS) SOMERS",2023
"MORRISON, CRISTINA",2023
"MORRISON, COLLIN M.",2023
"MORRISEY, EDMUND",2023
"MORRIS, VONDA",2023
"MORRIS, THOMAS L., JR.",2023
"MORRIS, PAIGE AND SHELLEY",2023
MORRIS K. UDALL AND STEWART L. UDALL FOUNDATION,2023
MORRIS K. UDALL AND STEWART L. UDALL FOUNDATION ACT,2023
"MORRIS, GRACE L.",2023
"MORRIS, EDNA",2023
"MORRIS, ANDY, JR.",2023
"MOROCCO, KINGDOM OF",2023
"MORISSEAU, EDITH (MIMA)",2023
"MORIN, JEANNE",2023
"MORIN, ANDREW",2023
"MORGANTON, NC",2023
"MORGAN, LUCY",2023
"MORGAN, KEENAN",2023
"MORGAN, KEATH",2023
"MORGAN, JOHN J.",2023
"MORGAN, ERIC",2023
"MORGAN COUNTY, AL",2023
"MORGAN, CONEN",2023
"MORENO SANTOS, JUAN JOSE",2023
"MORENO, MELISSA",2023
"MORELLE, JOSEPH D. (a Representative from New York)",2023
"MORELAND, CLAIRE",2023
"MOREHOUSE, JESSE M.",2023
MORE TEACHING LESS TESTING ACT,2023
"MORDASKY, JOHN",2023
"MORASCO, MICHAEL",2023
"MORAN, NATHANIEL (a Representative from Texas)",2023
"MORAN, MICHAEL",2023
"MORAN, JERRY (a Senator from Kansas)",2023
MORALITY AND ETHICS,2023
"MORALES, WILLIAM",2023
"MORALES, OLIVIA",2023
"MORALES, HUGO",2023
"MORADZADEH, NICOLE",2023
"MORA, MILAN",2023
"MOORHEAD, GLEN W., III",2023
"MOORESTOWN, NJ",2023
"MOORE, TAMARA",2023
"MOORE, STEVEN",2023
"MOORE, SHENETRIA",2023
"MOORE, PAM",2023
"MOORE, OK",2023
"MOORE, MARY ANN GOSSETT",2023
"MOORE, MANFRED",2023
"MOORE, LOU",2023
"MOORE, LINDA",2023
"MOORE, JENNIFER",2023
"MOORE, GWEN (a Representative from Wisconsin)",2023
"MOORE, GAIL",2023
"MOORE COUNTY, NC",2023
MOORE COUNTY COMMUNITY FOUNDATION,2023
"MOORE, CHERYL",2023
"MOORE, CATTY",2023
"MOORE, BRIAN R.",2023
"MOORE, BLAKE D. (a Representative from Utah)",2023
"MOORE, BARRY (a Representative from Alabama)",2023
"MOONEY, ALEXANDER X. (a Representative from West Virginia)",2023
"MOOLENAAR, JOHN R. (a Representative from Michigan)",2023
"MOOK, KATHERINA",2023
MOODY’S ANALYTICS (company),2023
"MOODY, ROBERT",2023
"MOODY, HERMAN",2023
"MOODY, DUSTIN",2023
"MOODY AFB, GA",2023
MONUMENTS AND MEMORIALS,2023
"MONTOYA, ELVIA",2023
"MONTICELLO, UT",2023
"MONTICELLO, FL",2023
MONTH OF THE MILITARY CHILD,2023
"MONTGOMERY, WILLIAM",2023
"MONTGOMERY, JOHN L. (WES)",2023
"MONTGOMERY, DALE",2023
"MONTGOMERY COUNTY, AL",2023
"MONTGOMERY, AL",2023
"MONTES-MELENDEZ, DENZEL",2023
"MONTEREY PARK, CA",2023
"MONTEREY COUNTY, CA",2023
"MONTEREY BAY, CA",2023
MONTENEGRO,2023
"MONTCLAIR, NJ",2023
"MONTANEZ, CYNTHIA",2023
"MONTANEZ, ANDREA",2023
"MONTANER, CARLOS A.",2023
MONTANA ASSOCIATION OF AGRICULTURAL EDUCATORS,2023
MONTANA,2023
"MONTALTO, GINA",2023
"MONSON, ALICIA",2023
"MONROEVILLE, PA",2023
"MONROE, JAMES (5th President of the United States)",2023
"MONROE, CURTIS R.",2023
"MONROE COUNTY, PA",2023
"MONROE COUNTY, IL",2023
"MONROE COUNTY, FL",2023
MONOPOLIES  related term(s)  Antitrust Policy,2023
"MONONGAHELA, PA",2023
"MONONA, IA",2023
"MONO COUNTY, CA",2023
"MONMOUTH COUNTY, NJ",2023
"MONK, AUSTIN",2023
"MONITEAU COUNTY, MO",2023
MONGOLIA THIRD NEIGHBOR TRADE ACT,2023
MONGOLIA,2023
"MONGER, LaVELL D.",2023
"MONGA, VIPAL",2023
"MONFORT, WILLIAM E.",2023
MONEYGEEK (publication),2023
MONEYBALL ACT,2023
MONEY  related term(s)  Coins,2023
"MONESSEN, PA",2023
"MONDESIR, ALSHINE",2023
"MONDERINE-WILLIAMS, BARBARA",2023
"MONAHAN, DOT",2023
"MONAHAN, DEBORAH",2023
MOMSRISING (organization),2023
MOMS ORANGE COUNTY (organization),2023
"MOMENTIVE TECHNOLOGIES, INC.",2023
"MOLITORIS, JOLENE",2023
"MOLINE, IL",2023
"MOLINARO, MARCUS J. (a Representative from New York)",2023
"MOLINA, RICARDO, SR.",2023
"MOLINA, MARTHA",2023
"MOLINA, GLORIA",2023
"MOLINA-BARRAZA, LUIS",2023
"MOLE, KURTIS A.",2023
"MOLDOVA, REPUBLIC OF",2023
"MOHESS, JENNY",2023
"MOHAMMED, KHALID SHEIKH",2023
"MOGHADAS, SEYED M.",2023
"MOFFETT, TERRILL K. (T.K.)",2023
"MODY, MAYUR",2023
"MODUPE, DAMI",2023
MODIFICATION TO DEPARTMENT OF DEFENSE TRAVEL AUTHORITIES FOR ABORTION-RELATED EXPENSES ACT,2023
"MODIANO, REBECCA",2023
"MODI, NARENDRA (Prime Minister, India)",2023
"MODESTO, CA",2023
MODERNIZING THE ACQUISITION OF CYBERSECURITY EXPERTS ACT,2023
MODERNIZING GOVERNMENT TECHNOLOGY REFORM ACT,2023
MODERNIZING GOVERNMENT TECHNOLOGY ACT,2023
MODERNIZING AND ENSURING PBM ACCOUNTABILITY ACT,2023
MODERNIZING ACCESS TO OUR PUBLIC WATERS ACT,2023
"MODERN, CLEAN, AND SAFE TRUCKS ACT",2023
MODERN AUTHENTICATION OF PHARMACEUTICALS ACT,2023
"MODDISON, WALTER L.",2023
"MOBLEY, DEAHMI",2023
MOBILIZING AGAINST SANCTUARY CITIES ACT,2023
MOBILIZE RECOVERY ACROSS GEORGIA (organization),2023
"MOBILE, AL",2023
"MOAK, ROBERT E., SR.",2023
"MOAB, UT",2023
"MLINAR, ALYENE",2023
"MIZE, OLA LEE",2023
"MIYARES, JASON S.",2023
"MIYAMURA, HIROSHI (HERSHEY)",2023
"MIYAGISHIMA, KEN",2023
"MIXON, GERALD",2023
"MITTEMEYER, BERNHARD",2023
"MITROVICH, LINDA K.",2023
"MITROKA, MICHAEL",2023
MITO FOUNDATION,2023
MITIGATING FOREIGN INFLUENCE IN CLASSIFIED GOVERNMENT CONTRACTS,2023
"MITCHELLVILLE, IA",2023
"MITCHELL, WILL",2023
"MITCHELL, TAYLOR",2023
"MITCHELL, KIRK",2023
